general_fastcmp;1_1.in;4.7
general_fastcmp;1_10.in;2.42
general_fastcmp;1_2.in;2.52
general_fastcmp;1_3.in;2.56
general_fastcmp;1_4.in;3.96
general_fastcmp;1_5.in;3.1
general_fastcmp;1_6.in;2.86
general_fastcmp;1_7.in;3.56
general_fastcmp;1_8.in;2.98
general_fastcmp;1_9.in;3.14
general_fastcmp;3_1.in;24.86
general_fastcmp;3_10.in;39.32
general_fastcmp;3_2.in;27.8
general_fastcmp;3_3.in;76.18
general_fastcmp;3_4.in;27.9
general_fastcmp;3_5.in;54.32
general_fastcmp;3_6.in;29.32
general_fastcmp;3_7.in;24.3
general_fastcmp;3_8.in;120.9
general_fastcmp;3_9.in;68.88
general_fastcmp;4_1.in;603.5
general_fastcmp;4_10.in;906.78
general_fastcmp;4_2.in;963.22
general_fastcmp;4_3.in;660.48
general_fastcmp;4_4.in;943.88
general_fastcmp;4_5.in;782.56
general_fastcmp;4_6.in;833.28
general_fastcmp;4_7.in;1027.98
general_fastcmp;4_8.in;1056.78
general_fastcmp;4_9.in;1542.92
general_heuristic;1_1.in;3
general_heuristic;1_10.in;3.34
general_heuristic;1_2.in;3.14
general_heuristic;1_3.in;3.4
general_heuristic;1_4.in;1.94
general_heuristic;1_5.in;2.06
general_heuristic;1_6.in;2.34
general_heuristic;1_7.in;2.22
general_heuristic;1_8.in;2.16
general_heuristic;1_9.in;2.38
general_heuristic;3_1.in;16.96
general_heuristic;3_10.in;33.54
general_heuristic;3_2.in;16.46
general_heuristic;3_3.in;29.62
general_heuristic;3_4.in;22.48
general_heuristic;3_5.in;43.62
general_heuristic;3_6.in;15.3
general_heuristic;3_7.in;18.68
general_heuristic;3_8.in;56.5
general_heuristic;3_9.in;64.3
general_heuristic;4_1.in;198.44
general_heuristic;4_10.in;316.7
general_heuristic;4_2.in;179.4
general_heuristic;4_3.in;99.32
general_heuristic;4_4.in;295.1
general_heuristic;4_5.in;200.82
general_heuristic;4_6.in;147.6
general_heuristic;4_7.in;284.62
general_heuristic;4_8.in;477.9
general_heuristic;4_9.in;374.78
general_heuristic_fastcmp;1_1.in;3.92
general_heuristic_fastcmp;1_10.in;3.46
general_heuristic_fastcmp;1_2.in;3.56
general_heuristic_fastcmp;1_3.in;2.94
general_heuristic_fastcmp;1_4.in;3.5
general_heuristic_fastcmp;1_5.in;2.88
general_heuristic_fastcmp;1_6.in;3.44
general_heuristic_fastcmp;1_7.in;3.32
general_heuristic_fastcmp;1_8.in;3.2
general_heuristic_fastcmp;1_9.in;3.24
general_heuristic_fastcmp;3_1.in;16.98
general_heuristic_fastcmp;3_10.in;33.34
general_heuristic_fastcmp;3_2.in;16.34
general_heuristic_fastcmp;3_3.in;29.42
general_heuristic_fastcmp;3_4.in;22.18
general_heuristic_fastcmp;3_5.in;43.4
general_heuristic_fastcmp;3_6.in;15.18
general_heuristic_fastcmp;3_7.in;18.42
general_heuristic_fastcmp;3_8.in;55.92
general_heuristic_fastcmp;3_9.in;63.74
general_heuristic_fastcmp;4_1.in;198
general_heuristic_fastcmp;4_10.in;318.26
general_heuristic_fastcmp;4_2.in;179.42
general_heuristic_fastcmp;4_3.in;99.26
general_heuristic_fastcmp;4_4.in;295.02
general_heuristic_fastcmp;4_5.in;202.12
general_heuristic_fastcmp;4_6.in;147.96
general_heuristic_fastcmp;4_7.in;284.86
general_heuristic_fastcmp;4_8.in;479.46
general_heuristic_fastcmp;4_9.in;375.62
general_heuristic_sort1;1_1.in;3.26
general_heuristic_sort1;1_10.in;3.62
general_heuristic_sort1;1_2.in;3.66
general_heuristic_sort1;1_3.in;3.48
general_heuristic_sort1;1_4.in;3.74
general_heuristic_sort1;1_5.in;3.1
general_heuristic_sort1;1_6.in;3.26
general_heuristic_sort1;1_7.in;3.56
general_heuristic_sort1;1_8.in;3.34
general_heuristic_sort1;1_9.in;3.76
general_heuristic_sort1;3_1.in;9.12
general_heuristic_sort1;3_10.in;38.38
general_heuristic_sort1;3_2.in;16.74
general_heuristic_sort1;3_3.in;32.78
general_heuristic_sort1;3_4.in;18.38
general_heuristic_sort1;3_5.in;21.08
general_heuristic_sort1;3_6.in;10.22
general_heuristic_sort1;3_7.in;18.6
general_heuristic_sort1;3_8.in;42.26
general_heuristic_sort1;3_9.in;34.44
general_heuristic_sort1;4_1.in;108.02
general_heuristic_sort1;4_10.in;628.24
general_heuristic_sort1;4_2.in;300.58
general_heuristic_sort1;4_3.in;95.6
general_heuristic_sort1;4_4.in;276.3
general_heuristic_sort1;4_5.in;147.94
general_heuristic_sort1;4_6.in;149.7
general_heuristic_sort1;4_7.in;245.7
general_heuristic_sort1;4_8.in;331.26
general_heuristic_sort1;4_9.in;414.32
general_heuristic_sort1_fastcmp;1_1.in;3.68
general_heuristic_sort1_fastcmp;1_10.in;3.56
general_heuristic_sort1_fastcmp;1_2.in;3.4
general_heuristic_sort1_fastcmp;1_3.in;3.18
general_heuristic_sort1_fastcmp;1_4.in;3.4
general_heuristic_sort1_fastcmp;1_5.in;3.36
general_heuristic_sort1_fastcmp;1_6.in;3.76
general_heuristic_sort1_fastcmp;1_7.in;3.62
general_heuristic_sort1_fastcmp;1_8.in;3.4
general_heuristic_sort1_fastcmp;1_9.in;3.52
general_heuristic_sort1_fastcmp;3_1.in;9.4
general_heuristic_sort1_fastcmp;3_10.in;38.48
general_heuristic_sort1_fastcmp;3_2.in;17.12
general_heuristic_sort1_fastcmp;3_3.in;32.82
general_heuristic_sort1_fastcmp;3_4.in;18.56
general_heuristic_sort1_fastcmp;3_5.in;21.08
general_heuristic_sort1_fastcmp;3_6.in;10.2
general_heuristic_sort1_fastcmp;3_7.in;18.72
general_heuristic_sort1_fastcmp;3_8.in;42.18
general_heuristic_sort1_fastcmp;3_9.in;34.56
general_heuristic_sort1_fastcmp;4_1.in;108.2
general_heuristic_sort1_fastcmp;4_10.in;627.82
general_heuristic_sort1_fastcmp;4_2.in;302.28
general_heuristic_sort1_fastcmp;4_3.in;96.02
general_heuristic_sort1_fastcmp;4_4.in;276.36
general_heuristic_sort1_fastcmp;4_5.in;149.18
general_heuristic_sort1_fastcmp;4_6.in;149.76
general_heuristic_sort1_fastcmp;4_7.in;245.44
general_heuristic_sort1_fastcmp;4_8.in;331.72
general_heuristic_sort1_fastcmp;4_9.in;414.24
general_heuristic_sort2;1_1.in;3.54
general_heuristic_sort2;1_10.in;3.24
general_heuristic_sort2;1_2.in;3.44
general_heuristic_sort2;1_3.in;3.22
general_heuristic_sort2;1_4.in;3.38
general_heuristic_sort2;1_5.in;3.7
general_heuristic_sort2;1_6.in;3.14
general_heuristic_sort2;1_7.in;3.74
general_heuristic_sort2;1_8.in;3.42
general_heuristic_sort2;1_9.in;3.4
general_heuristic_sort2;3_1.in;14.42
general_heuristic_sort2;3_10.in;12.04
general_heuristic_sort2;3_2.in;15.32
general_heuristic_sort2;3_3.in;27.98
general_heuristic_sort2;3_4.in;16.3
general_heuristic_sort2;3_5.in;17.58
general_heuristic_sort2;3_6.in;8.82
general_heuristic_sort2;3_7.in;16.42
general_heuristic_sort2;3_8.in;36.66
general_heuristic_sort2;3_9.in;23.26
general_heuristic_sort2;4_1.in;163.74
general_heuristic_sort2;4_10.in;79.92
general_heuristic_sort2;4_2.in;237.62
general_heuristic_sort2;4_3.in;137.66
general_heuristic_sort2;4_4.in;107.96
general_heuristic_sort2;4_5.in;219.1
general_heuristic_sort2;4_6.in;60.72
general_heuristic_sort2;4_7.in;161.68
general_heuristic_sort2;4_8.in;257.76
general_heuristic_sort2;4_9.in;222.74
general_heuristic_sort2_fastcmp;1_1.in;3.62
general_heuristic_sort2_fastcmp;1_10.in;3.36
general_heuristic_sort2_fastcmp;1_2.in;3.44
general_heuristic_sort2_fastcmp;1_3.in;3.46
general_heuristic_sort2_fastcmp;1_4.in;3.52
general_heuristic_sort2_fastcmp;1_5.in;3.48
general_heuristic_sort2_fastcmp;1_6.in;3.54
general_heuristic_sort2_fastcmp;1_7.in;3.62
general_heuristic_sort2_fastcmp;1_8.in;3.48
general_heuristic_sort2_fastcmp;1_9.in;3.28
general_heuristic_sort2_fastcmp;3_1.in;14.38
general_heuristic_sort2_fastcmp;3_10.in;12.14
general_heuristic_sort2_fastcmp;3_2.in;15.42
general_heuristic_sort2_fastcmp;3_3.in;28.12
general_heuristic_sort2_fastcmp;3_4.in;16.42
general_heuristic_sort2_fastcmp;3_5.in;17.42
general_heuristic_sort2_fastcmp;3_6.in;8.16
general_heuristic_sort2_fastcmp;3_7.in;16.54
general_heuristic_sort2_fastcmp;3_8.in;37
general_heuristic_sort2_fastcmp;3_9.in;23.42
general_heuristic_sort2_fastcmp;4_1.in;164.48
general_heuristic_sort2_fastcmp;4_10.in;81.22
general_heuristic_sort2_fastcmp;4_2.in;238.48
general_heuristic_sort2_fastcmp;4_3.in;139.24
general_heuristic_sort2_fastcmp;4_4.in;108.7
general_heuristic_sort2_fastcmp;4_5.in;219.56
general_heuristic_sort2_fastcmp;4_6.in;60.72
general_heuristic_sort2_fastcmp;4_7.in;163.02
general_heuristic_sort2_fastcmp;4_8.in;260.1
general_heuristic_sort2_fastcmp;4_9.in;223.8
general_heuristic_sort3;1_1.in;3.24
general_heuristic_sort3;1_10.in;3.42
general_heuristic_sort3;1_2.in;3.74
general_heuristic_sort3;1_3.in;3.38
general_heuristic_sort3;1_4.in;3.36
general_heuristic_sort3;1_5.in;3.3
general_heuristic_sort3;1_6.in;3.32
general_heuristic_sort3;1_7.in;3.88
general_heuristic_sort3;1_8.in;3.48
general_heuristic_sort3;1_9.in;3.4
general_heuristic_sort3;3_1.in;14.42
general_heuristic_sort3;3_10.in;12.1
general_heuristic_sort3;3_2.in;15.54
general_heuristic_sort3;3_3.in;28.3
general_heuristic_sort3;3_4.in;16.52
general_heuristic_sort3;3_5.in;17.58
general_heuristic_sort3;3_6.in;8.26
general_heuristic_sort3;3_7.in;16.68
general_heuristic_sort3;3_8.in;36.5
general_heuristic_sort3;3_9.in;23.12
general_heuristic_sort3;4_1.in;163.72
general_heuristic_sort3;4_10.in;80.36
general_heuristic_sort3;4_2.in;237.92
general_heuristic_sort3;4_3.in;137.84
general_heuristic_sort3;4_4.in;109
general_heuristic_sort3;4_5.in;219
general_heuristic_sort3;4_6.in;60.34
general_heuristic_sort3;4_7.in;161.68
general_heuristic_sort3;4_8.in;258.88
general_heuristic_sort3;4_9.in;222.38
general_heuristic_sort3_fastcmp;1_1.in;3.02
general_heuristic_sort3_fastcmp;1_10.in;3.72
general_heuristic_sort3_fastcmp;1_2.in;3.28
general_heuristic_sort3_fastcmp;1_3.in;3.72
general_heuristic_sort3_fastcmp;1_4.in;3.28
general_heuristic_sort3_fastcmp;1_5.in;3.46
general_heuristic_sort3_fastcmp;1_6.in;3.1
general_heuristic_sort3_fastcmp;1_7.in;3.56
general_heuristic_sort3_fastcmp;1_8.in;3.94
general_heuristic_sort3_fastcmp;1_9.in;3.44
general_heuristic_sort3_fastcmp;3_1.in;14.4
general_heuristic_sort3_fastcmp;3_10.in;12.5
general_heuristic_sort3_fastcmp;3_2.in;15.72
general_heuristic_sort3_fastcmp;3_3.in;28.28
general_heuristic_sort3_fastcmp;3_4.in;16.88
general_heuristic_sort3_fastcmp;3_5.in;17.5
general_heuristic_sort3_fastcmp;3_6.in;8.4
general_heuristic_sort3_fastcmp;3_7.in;16.6
general_heuristic_sort3_fastcmp;3_8.in;36.3
general_heuristic_sort3_fastcmp;3_9.in;23.5
general_heuristic_sort3_fastcmp;4_1.in;164.04
general_heuristic_sort3_fastcmp;4_10.in;80.04
general_heuristic_sort3_fastcmp;4_2.in;238.68
general_heuristic_sort3_fastcmp;4_3.in;138.06
general_heuristic_sort3_fastcmp;4_4.in;108.56
general_heuristic_sort3_fastcmp;4_5.in;219.02
general_heuristic_sort3_fastcmp;4_6.in;60.76
general_heuristic_sort3_fastcmp;4_7.in;161.56
general_heuristic_sort3_fastcmp;4_8.in;259.4
general_heuristic_sort3_fastcmp;4_9.in;222.92
